"Species","Region","Year","prov_runsize_raw","prov_runsize_relative"
"Chum","CC",1996,1471276,36.7681579009845
"Chum","CC",1997,1169774,29.2334240077771
"Chum","CC",1998,3952834,98.783929506347
"Chum","CC",1999,1218644,30.4547175493159
"Chum","CC",2000,1044404,26.1003449960577
"Chum","CC",2001,1589934,39.7334996045228
"Chum","CC",2002,2877878,71.9200698738846
"Chum","CC",2003,4001495,100
"Chum","CC",2004,3093403,77.3061818145468
"Chum","CC",2005,1748418,43.6941193229031
"Chum","CC",2006,1610935,40.2583284497419
"Chum","CC",2007,881634,22.0326153100279
"Chum","CC",2008,337623,8.43742151370925
"Chum","CC",2009,649807,16.2391056342692
"Chum","CC",2010,355358,8.8806308642145
"Chum","CC",2011,1447078,36.1634339165737
"Chum","CC",2012,1250089,31.2405488448692
"Chum","CC",2013,1356163,33.8914080862278
"Chum","CC",2014,680423,17.0042196728973
"Chum","CC",2015,2098739,52.4488722340025
"Chum","CC",2016,1370340,34.2457006693748
"Chum","CC",2017,940894,23.5135618062749
"Chum","HG",1954,1561098,78.716909206426
"Chum","HG",1955,242276,12.2165411107413
"Chum","HG",1956,407833,20.564598271463
"Chum","HG",1957,883543,44.5518308978509
"Chum","HG",1958,476187,24.01128490606
"Chum","HG",1959,137836,6.95025161609133
"Chum","HG",1960,397134,20.0251111850664
"Chum","HG",1961,583516,29.423249528535
"Chum","HG",1962,709449,35.773303482286
"Chum","HG",1963,767603,38.7056646396192
"Chum","HG",1964,1983180,100
"Chum","HG",1965,873462,44.0435058844885
"Chum","HG",1966,1134579,57.2100868302423
"Chum","HG",1967,1141399,57.5539789630795
"Chum","HG",1968,1410623,71.1293478151252
"Chum","HG",1969,665608,33.5626619873133
"Chum","HG",1970,1082200,54.56892465636
"Chum","HG",1971,955502,48.1802962918142
"Chum","HG",1972,837900,42.2503252352283
"Chum","HG",1973,1015747,51.2180941719864
"Chum","HG",1974,608145,30.6651438598614
"Chum","HG",1975,275897,13.9118486471223
"Chum","HG",1976,398335,20.0856704888109
"Chum","HG",1977,597108,30.1086134390222
"Chum","HG",1978,606205,30.5673211710485
"Chum","HG",1979,219994,11.0929920632519
"Chum","HG",1980,579808,29.2362770903297
"Chum","HG",1981,428864,21.625066811888
"Chum","HG",1982,580428,29.2675400114967
"Chum","HG",1983,353471,17.8234451739126
"Chum","HG",1984,938102,47.3029175364818
"Chum","HG",1985,1477686,74.5109369800018
"Chum","HG",1986,984832,49.6592341592795
"Chum","HG",1987,872370,43.9884428039815
"Chum","HG",1988,968079,48.814479774907
"Chum","HG",1989,698862,35.2394638913261
"Chum","HG",1990,906502,45.709517038292
"Chum","HG",1991,767082,38.6793937010256
"Chum","HG",1992,437385,22.0547302816688
"Chum","HG",1993,641206,32.3322139190593
"Chum","HG",1994,588208,29.6598392480763
"Chum","HG",1995,461352,23.2632438810395
"Chum","HG",1996,542449,27.3524843937514
"Chum","HG",1997,455497,22.9680109722768
"Chum","HG",1998,703513,35.4739862241451
"Chum","HG",1999,738991,37.2629312518279
"Chum","HG",2000,516213,26.0295585877228
"Chum","HG",2001,364933,18.4014058229712
"Chum","HG",2002,330454,16.6628344376204
"Chum","HG",2003,380082,19.1652800048407
"Chum","HG",2004,421323,21.2448189271776
"Chum","HG",2005,467297,23.5630149557781
"Chum","HG",2006,362043,18.2556802710798
"Chum","HG",2007,165131,8.32657650843595
"Chum","HG",2008,267835,13.5053298238183
"Chum","HG",2009,388730,19.6013473310542
"Chum","HG",2010,270804,13.6550388769552
"Chum","HG",2011,246847,12.4470295182485
"Chum","HG",2012,354325,17.8665073266168
"Chum","HG",2013,184118,9.28397825714257
"Chum","Nass",1958,285373,35.6025560412799
"Chum","Nass",1959,624298,77.8861508673174
"Chum","Nass",1960,284102,35.4439886619957
"Chum","Nass",1961,530385,66.1697556739925
"Chum","Nass",1963,187812,23.4310437750764
"Chum","Nass",1964,801552,100
"Chum","Nass",1965,177460,22.1395492744076
"Chum","Nass",1966,396438,49.4587999281394
"Chum","Nass",1967,549005,68.4927490668104
"Chum","Nass",1968,133378,16.6399684611853
"Chum","Nass",1970,109667,13.6818322454438
"Chum","Nass",1974,326120,40.6860690260894
"Chum","Nass",1976,143600,17.9152444258139
"Chum","Nass",1981,45799,5.71379024692097
"Chum","Nass",1982,64510,8.04813661496696
"Chum","Nass",1983,160451,20.0175409705172
"Chum","Nass",1987,96992,12.1005249815358
"Chum","Nass",1988,141262,17.6235602930315
"Chum","Nass",1989,123330,15.3864003832565
"Chum","Nass",1990,97281,12.1365800347326
"Chum","Nass",1991,119841,14.9511198275346
"Chum","Nass",2005,86890,10.8402199732519
"Chum","Nass",2009,59130,7.37693873884664
"Chum","Nass",2010,41614,5.19167814439986
"Chum","Nass",2011,44013,5.49097251332415
"Chum","Nass",2012,45836,5.71840629179392
"Chum","Nass",2013,37021,4.6186647903068
"Chum","Nass",2014,48900,6.1006647104617
"Chum","Nass",2015,184094,22.96719364433
"Chum","Nass",2016,51429,6.41617761542607
"Chum","Skeena",1954,225800,63.5479930879597
"Chum","Skeena",1955,46941,13.2108341166604
"Chum","Skeena",1956,132467,37.2808325969121
"Chum","Skeena",1957,49790,14.0126420542494
"Chum","Skeena",1958,29912,8.41827975751572
"Chum","Skeena",1961,159747,44.9583757830925
"Chum","Skeena",1962,32544,9.15901632885101
"Chum","Skeena",1964,25362,7.13775111026055
"Chum","Skeena",1965,25307,7.12227219254648
"Chum","Skeena",1966,66100,18.602844743641
"Chum","Skeena",1967,65939,18.5575337299689
"Chum","Skeena",1968,42876,12.0668013801566
"Chum","Skeena",1969,34538,9.72019745470306
"Chum","Skeena",1970,33678,9.47816346862846
"Chum","Skeena",1971,13271,3.73492212697215
"Chum","Skeena",1972,109276,30.7540765840562
"Chum","Skeena",1973,72544,20.4164110299953
"Chum","Skeena",1974,38315,10.7831769493586
"Chum","Skeena",1975,24861,6.99675224162872
"Chum","Skeena",1976,24892,7.00547672252211
"Chum","Skeena",1977,35937,10.1139248343756
"Chum","Skeena",1978,21291,5.99202976455159
"Chum","Skeena",1981,52758,14.8479407410743
"Chum","Skeena",1982,17704,4.98252289472647
"Chum","Skeena",1983,9671,2.72175660386917
"Chum","Skeena",1984,105328,29.6429717270532
"Chum","Skeena",1985,56018,15.7654184092176
"Chum","Skeena",1986,36381,10.2388819155583
"Chum","Skeena",1987,15947,4.48804183247871
"Chum","Skeena",1988,355322,100
"Chum","Skeena",1989,68305,19.2234086265416
"Chum","Skeena",1990,19298,5.43113007356707
"Chum","Skeena",1991,19519,5.4933271792909
"Chum","Skeena",1992,23802,6.69871271691592
"Chum","Skeena",1993,38647,10.8766133253781
"Chum","Skeena",1994,28419,7.99809750029551
"Chum","Skeena",1995,28928,8.14134784786757
"Chum","Skeena",1996,29165,8.20804791147185
"Chum","Skeena",1997,61555,17.3237232707235
"Chum","Skeena",1998,37221,10.4752872042823
"Chum","Skeena",2003,16300,4.58738834071631
"Chum","Skeena",2004,37338,10.5082150837832
"Chum","Skeena",2005,34309,9.65574887003901
"Chum","Skeena",2007,10967,3.08649619218624
"Chum","Skeena",2008,5320,1.49723349525219
"Chum","Skeena",2009,9269,2.60861978712267
"Chum","Skeena",2010,4735,1.33259409774796
"Chum","Skeena",2011,9406,2.64717636397409
"Chum","Skeena",2012,6898,1.94133771621234
"Chum","Skeena",2013,2804,0.789143368550216
"Chum","Skeena",2014,3291,0.926202149036648
"Chum","Skeena",2015,2998,0.843741732850766
"Chum","Skeena",2016,4916,1.38353380877064
"Chum","Skeena",2017,2597,0.730886350971795
"Chum","VIMI",1953,1269502,81.9577642189557
"Chum","VIMI",1954,1548971,100
"Chum","VIMI",1955,410774,26.5191536833162
"Chum","VIMI",1956,805621,52.0100763668268
"Chum","VIMI",1957,698780,45.1125295438068
"Chum","VIMI",1958,856046,55.2654633301721
"Chum","VIMI",1959,600767,38.7849094657034
"Chum","VIMI",1960,869230,56.1166090262503
"Chum","VIMI",1961,373752,24.1290508343926
"Chum","VIMI",1962,362862,23.4260034564882
"Chum","VIMI",1963,257824,16.6448564885979
"Chum","VIMI",1964,362120,23.3781006874887
"Chum","VIMI",1965,193184,12.4717635126804
"Chum","VIMI",1966,357822,23.1006261576234
"Chum","VIMI",1967,303785,19.6120521300915
"Chum","VIMI",1968,480797,31.039767690938
"Chum","VIMI",1969,365307,23.5838501818304
"Chum","VIMI",1970,577464,37.2804913713685
"Chum","VIMI",1971,361689,23.3502757637167
"Chum","VIMI",1972,801970,51.7743715021133
"Chum","VIMI",1973,809848,52.2829672085533
"Chum","VIMI",1974,646660,41.7477150960218
"Chum","VIMI",1975,366385,23.6534447707543
"Chum","VIMI",1976,441956,28.5322320430789
"Chum","VIMI",1977,317020,20.4664903345511
"Chum","VIMI",1978,716441,46.2527058285791
"Chum","VIMI",1979,156192,10.0835974333929
"Chum","VIMI",1980,943677,60.9228319962091
"Chum","VIMI",1981,429436,27.7239535149464
"Chum","VIMI",1982,966004,62.3642405183829
"Chum","VIMI",1983,391212,25.256250762603
"Chum","VIMI",1984,410715,26.5153447030319
"Chum","VIMI",1985,693703,44.7847635623908
"Chum","VIMI",1986,465667,30.0629902044648
"Chum","VIMI",1987,212445,13.7152341780446
"Chum","VIMI",1988,276988,17.8820649321388
"Chum","VIMI",1989,136706,8.82560099575783
"Chum","VIMI",1990,121842,7.86599620005797
"Chum","VIMI",1991,343948,22.2049347599148
"Chum","VIMI",1992,739464,47.7390474063104
"Chum","VIMI",1993,474023,30.6024451071066
"Chum","VIMI",1994,450414,29.0782719624835
"Chum","VIMI",1995,124006,8.00570184980868
"Chum","VIMI",1996,226737,14.6379112326829
"Chum","VIMI",1997,380896,24.590260243736
"Chum","VIMI",1998,1088588,70.2781394874404
"Chum","VIMI",1999,459525,29.6664689009672
"Chum","VIMI",2000,231231,14.9280393241707
"Chum","VIMI",2001,239064,15.4337298761565
"Chum","VIMI",2002,530300,34.2356312674672
"Chum","VIMI",2003,390723,25.2246814175346
"Chum","VIMI",2004,676637,43.6829998754012
"Chum","VIMI",2005,426104,27.5088429673635
"Chum","VIMI",2006,409392,26.4299331620799
"Chum","VIMI",2007,364439,23.5278129803592
"Chum","VIMI",2008,282584,18.2433370282594
"Chum","VIMI",2009,190743,12.3141750232897
"Chum","VIMI",2010,237864,15.3562590907125
"Chum","VIMI",2011,583268,37.655191736966
"Chum","VIMI",2012,277140,17.8918778982951
"Chum","VIMI",2013,274089,17.6949084263037
"Chum","VIMI",2014,263504,17.0115515396996
"Chum","VIMI",2015,264354,17.0664266793891
"Coho","CC",1954,1037170,54.4799956717302
"Coho","CC",1955,862584,45.3094213933142
"Coho","CC",1956,1131648,59.4426932343994
"Coho","CC",1958,465552,24.4543044486105
"Coho","CC",1959,1022197,53.693500714112
"Coho","CC",1960,549196,28.8479185696959
"Coho","CC",1961,1204850,63.2878147122305
"Coho","CC",1962,923296,48.4984738121289
"Coho","CC",1963,1265218,66.4587976549602
"Coho","CC",1964,1903763,100
"Coho","CC",1965,1526944,80.2066223579301
"Coho","CC",1966,1189980,62.5067300919285
"Coho","CC",1967,639807,33.6074921090493
"Coho","CC",1968,1379547,72.4642195483366
"Coho","CC",1969,296361,15.5671162849577
"Coho","CC",1970,589921,30.9871029114443
"Coho","CC",1971,599768,31.5043416643773
"Coho","CC",1972,963506,50.6106064672966
"Coho","CC",1973,714573,37.5347666700109
"Coho","CC",1974,809636,42.5281928475341
"Coho","CC",1975,524550,27.5533246522808
"Coho","CC",1976,601379,31.5889635422056
"Coho","CC",1977,579639,30.4470146756713
"Coho","CC",1978,828595,43.5240626065324
"Coho","CC",1979,686931,36.0828002225067
"Coho","CC",1980,554575,29.130464243711
"Coho","CC",1981,529384,27.8072428133124
"Coho","CC",1982,413445,21.7172515696544
"Coho","CC",1983,530411,27.8611886038336
"Coho","CC",1984,650912,34.1908105158047
"Coho","CC",1985,556122,29.2117243585467
"Coho","CC",1986,738173,38.7744167735164
"Coho","CC",1987,430003,22.5870026888851
"Coho","CC",1988,452005,23.7427137726702
"Coho","CC",1989,334276,17.5586982203142
"Coho","CC",1990,570348,29.9589812387361
"Coho","CC",1991,347626,18.259940969543
"Coho","CC",1992,519961,27.3122757402051
"Coho","CC",1994,406511,21.3530255604295
"Coho","CC",1995,167969,8.82299950151358
"Coho","CC",1996,287864,15.120789720149
"Coho","CC",1997,267227,14.0367787376895
"Coho","CC",1998,793890,41.7010940962714
"Coho","CC",2002,714030,37.5062442121209
"Coho","CC",2004,616599,32.3884328038732
"Coho","CC",2005,835232,43.87268793437
"Coho","CC",2006,426454,22.4005824254385
"Coho","CC",2007,384067,20.1740973009771
"Coho","CC",2008,290581,15.2635070646924
"Coho","CC",2009,1487444,78.1317842609611
"Coho","CC",2010,567029,29.784642311044
"Coho","CC",2011,865242,45.4490396125988
"Coho","CC",2012,553609,29.0797226335421
"Coho","CC",2013,585289,30.743795314858
"Coho","CC",2014,559477,29.3879542779222
"Coho","CC",2016,542503,28.4963516992399
"Coho","HG",1954,579852,43.6062225417486
"Coho","HG",1955,470093,35.3520897976004
"Coho","HG",1956,349343,26.2714082238262
"Coho","HG",1957,467624,35.1664152402038
"Coho","HG",1958,343306,25.8174117463034
"Coho","HG",1959,105121,7.90534432891695
"Coho","HG",1960,438078,32.9444871426573
"Coho","HG",1961,1217600,91.5663592896689
"Coho","HG",1962,254526,19.140948722538
"Coho","HG",1963,321876,24.2058257742456
"Coho","HG",1964,1329746,100
"Coho","HG",1965,506087,38.0589225310698
"Coho","HG",1966,724428,54.4786748747505
"Coho","HG",1967,577521,43.4309259061505
"Coho","HG",1968,364637,27.4215526875057
"Coho","HG",1969,406689,30.5839611474673
"Coho","HG",1970,634733,47.7334017173204
"Coho","HG",1971,223865,16.8351700249521
"Coho","HG",1972,526886,39.6230558317152
"Coho","HG",1973,224670,16.8957079021106
"Coho","HG",1975,345150,25.9560848462789
"Coho","HG",1976,308932,23.2324067904698
"Coho","HG",1977,215386,16.1975294529933
"Coho","HG",1978,436853,32.8523642861118
"Coho","HG",1979,301378,22.6643283754943
"Coho","HG",1980,224793,16.9049577889311
"Coho","HG",1981,245483,18.4608940354023
"Coho","HG",1982,191256,14.3828971848759
"Coho","HG",1983,212034,15.9454512365519
"Coho","HG",1984,188745,14.1940641295405
"Coho","HG",1985,275122,20.689815949813
"Coho","HG",1986,217833,16.3815495590887
"Coho","HG",1987,191905,14.4317034982621
"Coho","HG",1988,243516,18.3129710486063
"Coho","HG",1989,168032,12.6363982294363
"Coho","HG",1990,97420,7.326211171156
"Coho","HG",1991,141240,10.6215773538706
"Coho","HG",1992,189614,14.259414955939
"Coho","HG",1993,136035,10.2301492164669
"Coho","HG",1994,356957,26.8439987787141
"Coho","HG",1995,77372,5.81855482174791
"Coho","HG",1996,162229,12.199999097572
"Coho","HG",1997,87694,6.59479329135038
"Coho","HG",1998,241890,18.1906920569793
"Coho","HG",1999,186384,14.0165114239862
"Coho","HG",2000,220065,16.5494011638313
"Coho","HG",2001,268647,20.2028808509294
"Coho","HG",2005,461304,34.6911365027607
"Coho","HG",2006,314794,23.6732428599146
"Coho","HG",2007,243207,18.2897335280572
"Coho","HG",2008,158270,11.9022730656832
"Coho","HG",2009,493961,37.1470190547669
"Coho","HG",2010,275629,20.727943532073
"Coho","HG",2011,201927,15.1853812683024
"Coho","HG",2012,166897,12.5510435827594
"Coho","HG",2016,244893,18.4165246595966
"Coho","HG",2017,183673,13.8126379022761
"Coho","Nass",1959,78926,7.76433321528352
"Coho","Nass",1965,268915,26.4544721205682
"Coho","Nass",1966,218343,21.479459331838
"Coho","Nass",1968,136634,13.4413489159092
"Coho","Nass",1969,110962,10.9158698304018
"Coho","Nass",1970,135875,13.3666824066423
"Coho","Nass",1971,228815,22.5096407350569
"Coho","Nass",1972,116175,11.4286979105182
"Coho","Nass",1974,141985,13.9677527249833
"Coho","Nass",1975,131413,12.9277338370126
"Coho","Nass",1976,131593,12.945441309566
"Coho","Nass",1977,118019,11.6101011293432
"Coho","Nass",1978,228037,22.4331051036871
"Coho","Nass",1979,182703,17.9733797662614
"Coho","Nass",1980,186302,18.3274308424822
"Coho","Nass",1981,216410,21.2893007515838
"Coho","Nass",1982,207904,20.4525242985873
"Coho","Nass",1983,456922,44.9496320780703
"Coho","Nass",1984,524788,51.6259394797938
"Coho","Nass",1985,519237,51.0798607012159
"Coho","Nass",1986,557198,54.8142682878841
"Coho","Nass",1987,259284,25.5070239641129
"Coho","Nass",1988,108860,10.7090859009169
"Coho","Nass",1989,223137,21.9510683508441
"Coho","Nass",1990,535207,52.6509070160941
"Coho","Nass",1991,306233,30.1256246802817
"Coho","Nass",1992,390007,38.3668791563373
"Coho","Nass",1993,214146,21.0665800968008
"Coho","Nass",1994,955901,94.0366151182466
"Coho","Nass",1995,457808,45.0367921929721
"Coho","Nass",1996,405059,39.8476173611931
"Coho","Nass",1997,128393,12.6306417975052
"Coho","Nass",1998,260410,25.6177940424192
"Coho","Nass",1999,349588,34.3906661944674
"Coho","Nass",2000,223964,22.0324243497423
"Coho","Nass",2001,495124,48.7077480029906
"Coho","Nass",2002,393408,38.7014520127494
"Coho","Nass",2003,351611,34.5896785109983
"Coho","Nass",2004,328173,32.2839688348483
"Coho","Nass",2005,439849,43.2700783063786
"Coho","Nass",2006,235546,23.1718018337072
"Coho","Nass",2008,186482,18.3451383150356
"Coho","Nass",2010,266545,26.2213237319482
"Coho","Nass",2012,283625,27.9015661275725
"Coho","Nass",2013,1016520,100
"Coho","Nass",2014,482756,47.4910478888758
"Coho","Skeena",1954,984786,60.2218357402841
"Coho","Skeena",1955,751264,45.9414504324684
"Coho","Skeena",1956,1456626,89.0758923329811
"Coho","Skeena",1957,829664,50.7357833352902
"Coho","Skeena",1958,1635264,100
"Coho","Skeena",1960,1526558,93.3523883605338
"Coho","Skeena",1961,898833,54.965620230128
"Coho","Skeena",1962,677951,41.4581987984815
"Coho","Skeena",1963,1216496,74.3914132519275
"Coho","Skeena",1964,898972,54.9741203866776
"Coho","Skeena",1965,1627943,99.5523047043169
"Coho","Skeena",1966,1049348,64.1699444248757
"Coho","Skeena",1967,414064,25.3209267739032
"Coho","Skeena",1968,1133858,69.3379173026496
"Coho","Skeena",1969,521638,31.8993141168643
"Coho","Skeena",1970,745478,45.5876237720637
"Coho","Skeena",1971,645105,39.4495934601386
"Coho","Skeena",1972,675421,41.3034837188368
"Coho","Skeena",1973,339804,20.7797640014089
"Coho","Skeena",1974,308271,18.8514515087472
"Coho","Skeena",1975,128010,7.82809381237525
"Coho","Skeena",1976,252434,15.4368958162107
"Coho","Skeena",1977,314717,19.2456386247114
"Coho","Skeena",1978,541274,33.1000988219639
"Coho","Skeena",1979,224326,13.7180296270205
"Coho","Skeena",1980,576535,35.2563867363313
"Coho","Skeena",1981,341143,20.8616468044304
"Coho","Skeena",1982,240750,14.7223934483973
"Coho","Skeena",1983,616633,37.7084678681852
"Coho","Skeena",1984,630379,38.5490660835192
"Coho","Skeena",1985,352485,21.5552351179993
"Coho","Skeena",1986,1191780,72.8799753434308
"Coho","Skeena",1987,537609,32.8759759891981
"Coho","Skeena",1988,127754,7.81243884779461
"Coho","Skeena",1989,514470,31.4609751086063
"Coho","Skeena",1990,1080087,66.0497020664553
"Coho","Skeena",1991,540178,33.033076004853
"Coho","Skeena",1992,518845,31.7285160072013
"Coho","Skeena",1993,268301,16.4071978591836
"Coho","Skeena",1994,626354,38.3029284568119
"Coho","Skeena",1995,123773,7.56899191812454
"Coho","Skeena",1996,287585,17.5864569879848
"Coho","Skeena",1997,78737,4.81494119603929
"Coho","Skeena",1998,218207,13.3438392822199
"Coho","Skeena",1999,458504,28.0385307815741
"Coho","Skeena",2000,260267,15.9159010410551
"Coho","Skeena",2001,640005,39.1377172126336
"Coho","Skeena",2002,481760,29.4606864701969
"Coho","Skeena",2003,491360,30.047747641971
"Coho","Skeena",2004,440046,26.9097833744276
"Coho","Skeena",2005,705173,43.1228841336934
"Coho","Skeena",2006,388471,23.7558583812767
"Coho","Skeena",2007,394299,24.1122534343079
"Coho","Skeena",2008,298087,18.2286774490235
"Coho","Skeena",2009,766491,46.8726150639897
"Coho","Skeena",2010,496533,30.3640880004696
"Coho","Skeena",2011,263437,16.1097535321514
"Coho","Skeena",2012,330260,20.1961273531369
"Coho","Skeena",2013,661281,40.4387915345779
"Coho","Skeena",2014,563904,34.4839732300106
"Coho","Skeena",2015,264868,16.197262338069
"Coho","Skeena",2016,587494,35.9265537552346
"Coho","Skeena",2017,288808,17.6612461351806
"Pink (Even)","CC",1954,3352061,9.34250033702903
"Pink (Even)","CC",1956,5807724,16.1866575302095
"Pink (Even)","CC",1958,4375668,12.1953865889455
"Pink (Even)","CC",1960,10182546,28.3796862398428
"Pink (Even)","CC",1962,35879699,100
"Pink (Even)","CC",1964,11875339,33.097655027708
"Pink (Even)","CC",1966,12575168,35.0481424049851
"Pink (Even)","CC",1968,22212474,61.9081949377557
"Pink (Even)","CC",1970,8072695,22.4993386928915
"Pink (Even)","CC",1972,13530182,37.7098536974906
"Pink (Even)","CC",1974,9913490,27.6298025800049
"Pink (Even)","CC",1976,9546991,26.6083363742823
"Pink (Even)","CC",1978,12260241,34.1704120761994
