"","region","species_name","species_qualified","streamid","POP_ID","stream_name_pse","GFE_ID","indicator_nuseds","latitude","longitude","year","stream_observed_count","source_id","POP_ID_pk","indicator_lgl","indicator"
"16","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1968,25,"NuSEDS_20251103",41873,NA,"Y"
"17","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1969,200,"NuSEDS_20251103",41873,NA,"Y"
"18","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1970,200,"NuSEDS_20251103",41873,NA,"Y"
"19","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1971,200,"NuSEDS_20251103",41873,NA,"Y"
"20","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1972,400,"NuSEDS_20251103",41873,NA,"Y"
"21","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1973,750,"NuSEDS_20251103",41873,NA,"Y"
"22","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1974,200,"NuSEDS_20251103",41873,NA,"Y"
"23","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1975,25,"NuSEDS_20251103",41873,NA,"Y"
"24","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1976,25,"NuSEDS_20251103",41873,NA,"Y"
"25","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1977,60,"NuSEDS_20251103",41873,NA,"Y"
"26","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1979,40,"NuSEDS_20251103",41873,NA,"Y"
"27","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1980,100,"NuSEDS_20251103",41873,NA,"Y"
"28","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1981,500,"NuSEDS_20251103",41873,NA,"Y"
"29","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1982,100,"NuSEDS_20251103",41873,NA,"Y"
"30","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1984,650,"NuSEDS_20251103",41873,NA,"Y"
"31","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1985,400,"NuSEDS_20251103",41873,NA,"Y"
"32","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1986,100,"NuSEDS_20251103",41873,NA,"Y"
"33","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1987,100,"NuSEDS_20251103",41873,NA,"Y"
"34","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1989,40,"NuSEDS_20251103",41873,NA,"Y"
"35","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1990,50,"NuSEDS_20251103",41873,NA,"Y"
"36","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1991,20,"NuSEDS_20251103",41873,NA,"Y"
"37","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1992,10,"NuSEDS_20251103",41873,NA,"Y"
"38","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1993,10,"NuSEDS_20251103",41873,NA,"Y"
"39","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1994,100,"NuSEDS_20251103",41873,NA,"Y"
"40","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1995,103,"NuSEDS_20251103",41873,NA,"Y"
"41","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1996,69,"NuSEDS_20251103",41873,NA,"Y"
"42","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1997,402,"NuSEDS_20251103",41873,NA,"Y"
"43","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1998,300,"NuSEDS_20251103",41873,NA,"Y"
"44","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,1999,539,"NuSEDS_20251103",41873,NA,"Y"
"45","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2000,88,"NuSEDS_20251103",41873,NA,"Y"
"46","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2001,139,"NuSEDS_20251103",41873,NA,"Y"
"47","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2002,62,"NuSEDS_20251103",41873,NA,"Y"
"48","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2003,534,"NuSEDS_20251103",41873,NA,"Y"
"49","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2004,530,"NuSEDS_20251103",41873,NA,"Y"
"50","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2005,265,"NuSEDS_20251103",41873,NA,"Y"
"51","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2006,285,"NuSEDS_20251103",41873,NA,"Y"
"52","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2007,250,"NuSEDS_20251103",41873,NA,"Y"
"53","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2008,224,"NuSEDS_20251103",41873,NA,"Y"
"54","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2009,281,"NuSEDS_20251103",41873,NA,"Y"
"55","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2010,123,"NuSEDS_20251103",41873,NA,"Y"
"56","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2011,117,"NuSEDS_20251103",41873,NA,"Y"
"57","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2012,167,"NuSEDS_20251103",41873,NA,"Y"
"58","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2013,417,"NuSEDS_20251103",41873,NA,"Y"
"59","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2014,127,"NuSEDS_20251103",41873,NA,"Y"
"60","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2015,1205,"NuSEDS_20251103",41873,NA,"Y"
"61","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2016,234,"NuSEDS_20251103",41873,NA,"Y"
"62","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2017,314,"NuSEDS_20251103",41873,NA,"Y"
"63","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2018,593,"NuSEDS_20251103",41873,NA,"Y"
"64","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2019,522,"NuSEDS_20251103",41873,NA,"Y"
"65","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2020,145,"NuSEDS_20251103",41873,NA,"Y"
"66","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2021,460,"NuSEDS_20251103",41873,NA,"Y"
"67","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2022,246,"NuSEDS_20251103",41873,NA,"Y"
"68","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2023,111,"NuSEDS_20251103",41873,NA,"Y"
"69","West Vancouver Island","Chinook","CK",1541,41873,"ARTLISH RIVER",1413,"Y",50.1150961,-127.0875277,2024,186,"NuSEDS_20251103",41873,NA,"Y"
"70","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1953,3500,"NuSEDS_20251103",41328,NA,"Y"
"71","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1954,75,"NuSEDS_20251103",41328,NA,"Y"
"72","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1955,750,"NuSEDS_20251103",41328,NA,"Y"
"73","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1956,200,"NuSEDS_20251103",41328,NA,"Y"
"74","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1957,200,"NuSEDS_20251103",41328,NA,"Y"
"75","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1958,200,"NuSEDS_20251103",41328,NA,"Y"
"76","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1959,200,"NuSEDS_20251103",41328,NA,"Y"
"77","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1960,1500,"NuSEDS_20251103",41328,NA,"Y"
"78","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1961,750,"NuSEDS_20251103",41328,NA,"Y"
"79","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1962,3500,"NuSEDS_20251103",41328,NA,"Y"
"80","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1963,3000,"NuSEDS_20251103",41328,NA,"Y"
"81","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1964,3000,"NuSEDS_20251103",41328,NA,"Y"
"82","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1965,3500,"NuSEDS_20251103",41328,NA,"Y"
"83","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1966,3000,"NuSEDS_20251103",41328,NA,"Y"
"84","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1967,2800,"NuSEDS_20251103",41328,NA,"Y"
"85","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1968,500,"NuSEDS_20251103",41328,NA,"Y"
"86","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1969,1500,"NuSEDS_20251103",41328,NA,"Y"
"87","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1970,900,"NuSEDS_20251103",41328,NA,"Y"
"88","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1971,1000,"NuSEDS_20251103",41328,NA,"Y"
"89","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1972,1500,"NuSEDS_20251103",41328,NA,"Y"
"90","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1973,750,"NuSEDS_20251103",41328,NA,"Y"
"91","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1974,750,"NuSEDS_20251103",41328,NA,"Y"
"92","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1975,200,"NuSEDS_20251103",41328,NA,"Y"
"93","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1976,400,"NuSEDS_20251103",41328,NA,"Y"
"94","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1977,500,"NuSEDS_20251103",41328,NA,"Y"
"95","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1978,1000,"NuSEDS_20251103",41328,NA,"Y"
"96","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1979,650,"NuSEDS_20251103",41328,NA,"Y"
"97","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1980,345,"NuSEDS_20251103",41328,NA,"Y"
"98","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1981,300,"NuSEDS_20251103",41328,NA,"Y"
"99","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1983,475,"NuSEDS_20251103",41328,NA,"Y"
"100","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1984,700,"NuSEDS_20251103",41328,NA,"Y"
"101","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1985,500,"NuSEDS_20251103",41328,NA,"Y"
"102","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1986,400,"NuSEDS_20251103",41328,NA,"Y"
"103","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1987,100,"NuSEDS_20251103",41328,NA,"Y"
"104","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1988,400,"NuSEDS_20251103",41328,NA,"Y"
"105","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1989,700,"NuSEDS_20251103",41328,NA,"Y"
"106","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1990,1036,"NuSEDS_20251103",41328,NA,"Y"
"107","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1991,2500,"NuSEDS_20251103",41328,NA,"Y"
"108","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1992,2000,"NuSEDS_20251103",41328,NA,"Y"
"109","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1993,250,"NuSEDS_20251103",41328,NA,"Y"
"110","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1994,2200,"NuSEDS_20251103",41328,NA,"Y"
"111","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1995,792,"NuSEDS_20251103",41328,NA,"Y"
"112","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1996,739,"NuSEDS_20251103",41328,NA,"Y"
"113","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1997,2370,"NuSEDS_20251103",41328,NA,"Y"
"114","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1998,3236,"NuSEDS_20251103",41328,NA,"Y"
"115","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,1999,2406,"NuSEDS_20251103",41328,NA,"Y"
"116","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2000,214,"NuSEDS_20251103",41328,NA,"Y"
"117","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2001,148,"NuSEDS_20251103",41328,NA,"Y"
"118","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2002,446,"NuSEDS_20251103",41328,NA,"Y"
"119","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2003,773,"NuSEDS_20251103",41328,NA,"Y"
"120","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2004,2659,"NuSEDS_20251103",41328,NA,"Y"
"121","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2005,650,"NuSEDS_20251103",41328,NA,"Y"
"122","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2006,518,"NuSEDS_20251103",41328,NA,"Y"
"123","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2007,356,"NuSEDS_20251103",41328,NA,"Y"
"124","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2008,544,"NuSEDS_20251103",41328,NA,"Y"
"125","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2009,1860,"NuSEDS_20251103",41328,NA,"Y"
"126","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2010,3028,"NuSEDS_20251103",41328,NA,"Y"
"127","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2011,2048,"NuSEDS_20251103",41328,NA,"Y"
"128","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2012,1364,"NuSEDS_20251103",41328,NA,"Y"
"129","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2013,8547,"NuSEDS_20251103",41328,NA,"Y"
"130","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2014,2884,"NuSEDS_20251103",41328,NA,"Y"
"131","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2015,6312,"NuSEDS_20251103",41328,NA,"Y"
"132","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2016,10762,"NuSEDS_20251103",41328,NA,"Y"
"133","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2017,1367,"NuSEDS_20251103",41328,NA,"Y"
"134","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2018,3585,"NuSEDS_20251103",41328,NA,"Y"
"135","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2019,2095,"NuSEDS_20251103",41328,NA,"Y"
"136","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2020,2546,"NuSEDS_20251103",41328,NA,"Y"
"137","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2021,4548,"NuSEDS_20251103",41328,NA,"Y"
"138","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2022,1438,"NuSEDS_20251103",41328,NA,"Y"
"139","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2023,5082,"NuSEDS_20251103",41328,NA,"Y"
"140","West Vancouver Island","Chinook","CK",1504,41328,"BURMAN RIVER",1356,"Y",49.60761042,-126.0461614,2024,741,"NuSEDS_20251103",41328,NA,"Y"
"141","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1953,7500,"NuSEDS_20251103",41348,NA,"Y"
"142","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1954,400,"NuSEDS_20251103",41348,NA,"Y"
"143","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1955,1500,"NuSEDS_20251103",41348,NA,"Y"
"144","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1956,400,"NuSEDS_20251103",41348,NA,"Y"
"145","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1957,200,"NuSEDS_20251103",41348,NA,"Y"
"146","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1958,200,"NuSEDS_20251103",41348,NA,"Y"
"147","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1959,750,"NuSEDS_20251103",41348,NA,"Y"
"148","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1960,750,"NuSEDS_20251103",41348,NA,"Y"
"149","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1961,1500,"NuSEDS_20251103",41348,NA,"Y"
"150","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1962,750,"NuSEDS_20251103",41348,NA,"Y"
"151","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1963,1000,"NuSEDS_20251103",41348,NA,"Y"
"152","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1964,3500,"NuSEDS_20251103",41348,NA,"Y"
"153","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1965,1500,"NuSEDS_20251103",41348,NA,"Y"
"154","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1966,1500,"NuSEDS_20251103",41348,NA,"Y"
"155","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1967,2000,"NuSEDS_20251103",41348,NA,"Y"
"156","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1968,750,"NuSEDS_20251103",41348,NA,"Y"
"157","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1969,1000,"NuSEDS_20251103",41348,NA,"Y"
"158","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1970,750,"NuSEDS_20251103",41348,NA,"Y"
"159","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1971,1300,"NuSEDS_20251103",41348,NA,"Y"
"160","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1972,1100,"NuSEDS_20251103",41348,NA,"Y"
"161","West Vancouver Island","Chinook","CK",1505,41348,"GOLD RIVER",1358,"Y",49.68114958,-126.1125545,1973,3500,"NuSEDS_20251103",41348,NA,"Y"
